id,task,label,y,chrom,split,start0,end0,length,log_length,population,stat_name,stat_value,archaic_best,contrast,row_index,gc,repeat_frac,mappability,gene_density,svd_0,svd_1,svd_2,svd_3,svd_4,svd_5,svd_6,svd_7,svd_8,svd_9
introgression_IBS_chr1_23,introgression,introgression,1,chr1,test,161564650,161572842,388183,5.589037,IBS,sprime_score,312188.0,neanderthal,introgression,628,0.4189453,0.60974121,0.79980469,1.0,4.092586,0.0702332,-0.09993117,-0.03438253,-0.14467748,-0.06148033,0.037401967,-0.025991132,-0.123163424,0.01434751
introgression_CLM_chr2_73,introgression,introgression,1,chr2,test,157528120,157536312,145032,5.161464,CLM,sprime_score,186199.0,ambiguous,introgression,629,0.34399414,0.24084473,1.0,1.0,3.8305411,-0.4273407,0.14527719,-0.26380777,0.0021140093,0.35576937,-0.043789607,-0.03150997,0.057866,0.049073406
introgression_PJL_chr1_94,introgression,introgression,1,chr1,test,231315955,231324147,196053,5.292373,PJL,sprime_score,180655.0,neanderthal,introgression,630,0.4580078,0.84558105,1.0,0.0,4.3131657,0.41409564,-0.071886286,0.06391573,-0.122668326,-0.0350218,0.1270986,0.039743673,-0.08854,0.08356302
introgression_BEB_chr2_62,introgression,introgression,1,chr2,test,179674748,179682940,233565,5.368408,BEB,sprime_score,220717.0,neanderthal,introgression,631,0.37683105,0.43640137,1.0,1.0,3.9644272,-0.20629002,0.031213343,-0.12629221,-0.014454962,0.17491636,-0.020170495,-0.023273824,-0.015372317,0.019618345
introgression_PEL_chr1_108,introgression,introgression,1,chr1,test,239253037,239261229,147915,5.170012,PEL,sprime_score,160986.0,neanderthal,introgression,632,0.40795898,0.6574707,1.0,0.0,3.9361472,0.066492505,-0.029704286,0.017757623,0.0609087,-0.011669319,-0.048235644,0.05000797,-0.14517142,0.011747763
introgression_GBR_chr2_22,introgression,introgression,1,chr2,test,35247851,35256043,263922,5.421476,GBR,sprime_score,331718.0,neanderthal,introgression,633,0.37756348,0.55090332,1.0,0.0,4.1052594,0.032352094,-0.13087685,-0.10939674,0.044046063,-0.018228265,-0.10576345,-0.07666987,-0.13355842,-0.06941426
introgression_IBS_chr1_50,introgression,introgression,1,chr1,test,207761448,207769640,402138,5.604375,IBS,sprime_score,224357.0,neanderthal,introgression,634,0.38513184,0.42980957,1.0,1.0,3.7122009,-0.060339224,-0.044202264,-0.09421527,-0.04572575,-0.0880225,-0.039393388,-0.10178513,0.04266639,-0.08623218
introgression_MXL_chr2_91,introgression,introgression,1,chr2,test,168504172,168512364,362599,5.559427,MXL,sprime_score,165455.0,neanderthal,introgression,635,0.38537598,0.5579834,1.0,1.0,4.094753,0.05225042,-0.057991967,-0.04379015,-0.045077518,-0.08092519,-0.024377549,-0.062378973,-0.09235143,-0.04502786
introgression_CHS_chr1_37,introgression,introgression,1,chr1,test,165238528,165246720,485936,5.686579,CHS,sprime_score,269332.0,neanderthal,introgression,636,0.39123535,0.49047852,1.0,1.0,4.10837,-0.21870779,-0.18276958,-0.092909686,-0.038414355,-0.0070631593,-0.04180952,-0.0488339,-0.003694048,-0.02600589
introgression_FIN_chr2_95,introgression,introgression,1,chr2,test,11681605,11689797,73869,4.868462,FIN,sprime_score,152282.0,ambiguous,introgression,637,0.50146484,0.34204102,1.0,1.0,4.0472245,-0.4378681,-0.1407754,0.24236247,0.15319729,-0.10994226,0.16933553,-0.057876773,0.04839883,0.011873356
introgression_GBR_chr1_17,introgression,introgression,1,chr1,test,39416115,39424307,996555,5.998501,GBR,sprime_score,342345.0,neanderthal,introgression,638,0.39733887,0.43310547,1.0,1.0,3.9076703,-0.12407845,0.42779192,-0.046841614,-0.08550476,-0.20140056,-0.052148595,0.07957807,0.05195765,0.00833446
introgression_TSI_chr2_70,introgression,introgression,1,chr2,test,161593138,161601330,680681,5.832944,TSI,sprime_score,180435.0,neanderthal,introgression,639,0.36572266,0.76196289,1.0,1.0,4.112846,0.19451025,-0.16049881,-0.12909654,-0.19631627,-0.04085625,0.031653386,-0.06160237,-0.0019991877,-0.012620161
introgression_PJL_chr1_14,introgression,introgression,1,chr1,test,97676697,97684889,844769,5.926738,PJL,sprime_score,429659.0,neanderthal,introgression,640,0.3404541,0.35803223,1.0,1.0,3.8155944,-0.17664243,-0.090102054,-0.21557942,0.056237187,0.0876527,-0.10730288,-0.046676006,0.019328812,0.006131005
introgression_PUR_chr2_46,introgression,introgression,1,chr2,test,205392052,205400244,52761,4.722313,PUR,sprime_score,220869.0,ambiguous,introgression,641,0.38964844,0.34362793,0.99853516,1.0,3.724005,-0.2951051,-0.097089365,-0.06555935,-0.037039105,0.019785201,-0.04866597,0.11925597,0.014880177,0.039659154
introgression_FIN_chr1_66,introgression,introgression,1,chr1,test,206431844,206440036,191331,5.281785,FIN,sprime_score,187969.0,neanderthal,introgression,642,0.42907715,0.36083984,1.0,1.0,3.8618183,-0.20892982,-0.11996056,0.006702326,0.021870121,-0.07447883,0.023240391,-0.05864316,0.04636303,0.03668303
introgression_CLM_chr2_71,introgression,introgression,1,chr2,test,100015014,100023206,413210,5.616171,CLM,sprime_score,186893.0,neanderthal,introgression,643,0.4477539,0.43017578,1.0,1.0,4.004622,-0.38760102,-0.055207014,0.08920353,-0.010151725,0.10186028,0.048764523,-0.034064487,0.012215848,0.06061113
introgression_STU_chr1_87,introgression,introgression,1,chr1,test,205479862,205488054,300176,5.477376,STU,sprime_score,186480.0,neanderthal,introgression,644,0.5251465,0.44091797,1.0,0.0,4.2151947,-0.14309803,-0.09111521,0.3347075,0.035692874,-0.03464922,0.23769166,0.026270717,-0.015127845,-0.057628393
introgression_GIH_chr2_90,introgression,introgression,1,chr2,test,76305071,76313263,587971,5.769356,GIH,sprime_score,159711.0,ambiguous,introgression,645,0.36938477,0.42077637,1.0,1.0,3.865689,-0.21441732,-0.0790078,-0.11006869,-0.017902996,0.017858831,-0.07154816,0.109281436,-0.024843106,0.0051302174
introgression_IBS_chr1_76,introgression,introgression,1,chr1,test,209915185,209923377,423165,5.62651,IBS,sprime_score,172115.0,neanderthal,introgression,646,0.3951416,0.8425293,0.6706543,1.0,4.379659,0.664783,0.090769425,-0.09506896,0.5098859,-0.08865677,-0.1344967,0.06755243,-0.06566617,0.19376487
introgression_TSI_chr2_37,introgression,introgression,1,chr2,test,132269745,132277937,201413,5.304087,TSI,sprime_score,256178.0,denisovan,introgression,647,0.48937988,0.6965332,1.0,0.0,3.8937414,0.06618304,0.09128368,0.33043498,0.028856302,0.118885525,0.011225634,0.22241507,-0.070420615,-0.21830158
introgression_MXL_chr1_67,introgression,introgression,1,chr1,test,206474464,206482656,276571,5.441807,MXL,sprime_score,201588.0,neanderthal,introgression,648,0.5605469,0.17956543,0.99401855,1.0,3.9980378,-0.25290796,-0.025302052,0.31578153,0.25718868,-0.13760093,0.09562585,-0.14103457,-0.017003948,-0.013067905
introgression_PJL_chr2_62,introgression,introgression,1,chr2,test,127018973,127027165,177861,5.250081,PJL,sprime_score,206660.0,denisovan,introgression,649,0.4506836,0.54992676,1.0,0.44299316,4.040783,-0.07326233,-0.11564832,0.047049113,-0.06056575,-0.0033173766,0.09610416,-0.0070573497,-0.056868974,-0.03579343
introgression_Papuans_chr1_3,introgression,introgression,1,chr1,test,168450006,168458198,171884,5.235235,Papuans,sprime_score,484644.0,neanderthal,introgression,650,0.41467285,0.35058594,1.0,1.0,3.6247742,-0.38190657,-0.087157145,0.0059242686,0.15810102,-0.03225645,-0.1077628,-0.00033138212,-0.022657331,0.055242606
introgression_GIH_chr2_85,introgression,introgression,1,chr2,test,5440892,5449084,71855,4.856457,GIH,sprime_score,165519.0,ambiguous,introgression,651,0.3909912,0.15979004,1.0,0.0,3.779608,-0.4877971,-0.09032229,-7.635142e-05,0.06946372,0.021244356,-0.059501447,0.105566144,0.028003719,0.0065718484
introgression_PEL_chr1_19,introgression,introgression,1,chr1,test,220905704,220913896,242876,5.385385,PEL,sprime_score,338328.0,neanderthal,introgression,652,0.40673828,0.30395508,1.0,0.0,3.7670157,-0.27719465,-0.16460168,-0.024467345,0.021687092,-0.049056347,-0.0615038,-0.071088254,-0.07516629,-0.0077273753
introgression_Papuans_chr2_13,introgression,introgression,1,chr2,test,1192825,1201017,314017,5.496953,Papuans,sprime_score,209003.0,ambiguous,introgression,653,0.36035156,0.74401855,1.0,1.0,3.9556677,0.20283939,-0.20339228,-0.13204573,-0.23856601,-0.0067634326,0.11172001,0.038483255,0.2679474,0.016487075
introgression_PUR_chr1_116,introgression,introgression,1,chr1,test,54446876,54455068,110087,5.041736,PUR,sprime_score,152972.0,ambiguous,introgression,654,0.4449463,0.91687012,0.98596191,0.0,4.615107,0.6957194,0.03711039,0.042738523,0.027119588,-0.010424879,0.15608881,0.19383587,-0.008769233,0.110351324
introgression_STU_chr2_83,introgression,introgression,1,chr2,test,31237694,31245886,160419,5.205256,STU,sprime_score,169963.0,ambiguous,introgression,655,0.48583984,0.29577637,1.0,1.0,3.9709282,-0.32004407,-0.06301825,0.19126101,0.0539646,-0.057774555,0.10376401,0.05269466,0.00665587,0.029219843
introgression_BEB_chr1_90,introgression,introgression,1,chr1,test,188038228,188046420,317205,5.50134,BEB,sprime_score,188536.0,denisovan,introgression,656,0.33666992,0.48571777,1.0,1.0,3.7045727,-0.25128847,-0.15533538,-0.19263622,-0.06313811,0.0151864095,-0.10410095,0.026624506,0.002495173,-0.016729541
introgression_GBR_chr2_77,introgression,introgression,1,chr2,test,13948848,13957040,21317,4.328726,GBR,sprime_score,163051.0,ambiguous,introgression,657,0.3605957,0.35595703,0.98510742,1.0,4.1478353,-0.096593246,0.01827233,-0.09070905,0.13519548,0.060267534,-0.114837736,0.19143856,-0.008659787,-0.053066447
introgression_TSI_chr1_31,introgression,introgression,1,chr1,test,160634742,160642934,271956,5.434499,TSI,sprime_score,276482.0,neanderthal,introgression,658,0.42785645,0.44238281,1.0,1.0,3.8803263,-0.1902342,-0.10175358,0.024426552,0.034705307,-0.023894947,0.040064875,-0.0032843556,-0.07208922,0.004304234
introgression_CDX_chr2_3,introgression,introgression,1,chr2,test,166511476,166519668,1903065,6.279454,CDX,sprime_score,555049.0,neanderthal,introgression,659,0.35144043,0.24633789,1.0,1.0,4.0862436,-0.3663624,-0.10805571,-0.17186585,0.09389682,0.013026668,-0.17957145,0.034594018,-0.067366526,-0.07580392
introgression_IBS_chr1_99,introgression,introgression,1,chr1,test,15073474,15081666,57107,4.756689,IBS,sprime_score,153175.0,neanderthal,introgression,660,0.5284424,0.37451172,1.0,1.0,4.07202,-0.46729738,-0.17861572,0.31429213,0.17284101,-0.0758686,0.18837972,-0.09583664,0.05086842,-0.019929072
introgression_TSI_chr2_61,introgression,introgression,1,chr2,test,142155318,142163510,236090,5.373078,TSI,sprime_score,193264.0,neanderthal,introgression,661,0.32958984,0.77661133,0.99780273,0.0,4.5361347,0.5049377,-0.20510978,-0.24603127,-0.17050858,-0.006872671,0.08296488,-0.058476016,0.110995255,-0.2538782
introgression_BEB_chr1_120,introgression,introgression,1,chr1,test,168042661,168050853,319103,5.503931,BEB,sprime_score,154407.0,denisovan,introgression,662,0.34326172,0.19812012,1.0,1.0,3.7632303,-0.449062,0.56737036,-0.20130393,-0.0021017909,-0.32924876,-0.19367775,-0.073651426,0.11795517,-0.0026098187
introgression_CHB_chr2_25,introgression,introgression,1,chr2,test,122869508,122877700,274345,5.438297,CHB,sprime_score,284215.0,neanderthal,introgression,663,0.3692627,0.36755371,1.0,1.0,3.9663773,-0.26605862,-0.09214366,-0.05990278,0.021189159,0.01843331,-0.0587605,0.09185529,0.009226737,-0.008735646
introgression_TSI_chr1_84,introgression,introgression,1,chr1,test,177883566,177891758,151010,5.179006,TSI,sprime_score,170731.0,neanderthal,introgression,664,0.36437988,0.61376953,1.0,1.0,4.0210247,-0.04947703,-0.17760436,-0.17135665,-0.13231748,0.030798368,-0.01774628,-0.10776548,-0.048815925,-0.08213167
introgression_KHV_chr2_65,introgression,introgression,1,chr2,test,33324899,33333091,186534,5.270758,KHV,sprime_score,187440.0,neanderthal,introgression,665,0.3474121,0.58117676,1.0,1.0,4.2112384,-0.0053980206,0.10002299,-0.149105,-0.2156844,-0.15272088,-0.0007213593,0.02462619,-0.022236003,0.034682695
introgression_GBR_chr1_28,introgression,introgression,1,chr1,test,189034977,189043169,1466456,6.166269,GBR,sprime_score,289749.0,neanderthal,introgression,666,0.3125,0.39685059,1.0,0.3157959,3.9005795,-0.3146213,-0.14370944,-0.24785326,-0.021843938,0.009688427,-0.16236202,0.090194315,0.00023678696,0.06394522
introgression_PEL_chr2_17,introgression,introgression,1,chr2,test,29314608,29322800,166917,5.222501,PEL,sprime_score,304516.0,neanderthal,introgression,667,0.47973633,0.30175781,1.0,1.0,3.80097,-0.43992963,-0.15413506,0.14349085,0.091504164,-0.051126815,0.106735595,-0.00484679,0.056855112,0.03632443
introgression_KHV_chr1_83,introgression,introgression,1,chr1,test,218716197,218724389,64135,4.807095,KHV,sprime_score,163981.0,neanderthal,introgression,668,0.35327148,0.54101562,1.0,0.0,3.9108264,-0.1947489,-0.117763214,-0.088793896,-0.058425654,0.028029991,-0.06738878,0.046169937,-0.09546708,-0.12123741
introgression_JPT_chr2_56,introgression,introgression,1,chr2,test,109371680,109379872,212654,5.327674,JPT,sprime_score,179943.0,neanderthal,introgression,669,0.5291748,0.23864746,1.0,1.0,3.7461202,-0.5493087,-0.20705532,0.19815035,0.068387404,-0.13848467,0.15542485,-0.1258674,0.14171146,0.099189155
introgression_STU_chr1_34,introgression,introgression,1,chr1,test,169239220,169247412,618597,5.791408,STU,sprime_score,309804.0,neanderthal,introgression,670,0.33569336,0.61584473,1.0,1.0,4.230687,0.09907607,0.041805066,-0.18885756,-0.08883622,0.20727155,0.022459947,-0.09482845,-0.015761439,-0.08761308
introgression_IBS_chr2_11,introgression,introgression,1,chr2,test,55844560,55852752,818603,5.913073,IBS,sprime_score,471666.0,neanderthal,introgression,671,0.352417,0.93347168,1.0,0.0,3.3045793,0.0023645067,0.07590491,0.12310503,0.13051984,-0.036812227,-0.06519256,-5.836777e-05,-0.27219263,-0.12831567
introgression_CLM_chr1_93,introgression,introgression,1,chr1,test,61096211,61104403,203283,5.308101,CLM,sprime_score,172326.0,neanderthal,introgression,672,0.36987305,0.22387695,1.0,1.0,3.8201447,-0.5046506,0.75280184,-0.15600725,-0.14968023,-0.4374618,-0.14530554,-0.03365682,0.15299027,-0.0054522012
introgression_MXL_chr2_26,introgression,introgression,1,chr2,test,35639631,35647823,498985,5.698087,MXL,sprime_score,277636.0,neanderthal,introgression,673,0.3552246,0.4967041,1.0,0.0,3.9279568,-0.14356247,-0.23834598,-0.19547287,-0.14813626,-0.0047999844,-0.08641275,-0.09147235,-0.087211974,-0.115578376
introgression_BEB_chr1_96,introgression,introgression,1,chr1,test,162560619,162568811,132273,5.121471,BEB,sprime_score,178073.0,neanderthal,introgression,674,0.44580078,0.25708008,1.0,0.94958496,3.9718144,-0.22830062,0.5755657,0.007681268,-0.060700092,-0.4030284,-0.07464256,-0.124851346,-0.041390516,-0.050431415
introgression_FIN_chr2_18,introgression,introgression,1,chr2,test,237583122,237591314,152544,5.183395,FIN,sprime_score,349028.0,neanderthal,introgression,675,0.4958496,0.27331543,1.0,1.0,3.982279,-0.40766603,-0.09626985,0.23060325,0.17033622,0.01556713,0.17356697,-0.08229864,0.055883676,-0.01892026
introgression_CDX_chr1_75,introgression,introgression,1,chr1,test,61468187,61476379,331869,5.520967,CDX,sprime_score,176055.0,denisovan,introgression,676,0.4390869,0.6463623,1.0,0.0,4.2670593,0.14950027,-0.10229537,0.06661424,-0.06746743,-0.013965226,0.1461916,0.012415636,-0.045010354,0.05347456
introgression_MXL_chr2_41,introgression,introgression,1,chr2,test,226617750,226625942,114071,5.057175,MXL,sprime_score,252815.0,denisovan,introgression,677,0.42248535,0.34814453,1.0,0.0,3.7145772,-0.35164648,-0.15125398,0.004192203,-0.037359864,0.0053246035,0.03664888,0.08431862,0.10906073,0.06303185
introgression_PEL_chr1_25,introgression,introgression,1,chr1,test,41834287,41842479,401807,5.604017,PEL,sprime_score,325339.0,neanderthal,introgression,678,0.46740723,0.45056152,1.0,1.0,4.040257,-0.21594068,-0.17549737,0.15007538,-0.0109214075,-0.038328454,0.169312,-0.06425178,0.03485344,-0.0024933405
introgression_TSI_chr2_50,introgression,introgression,1,chr2,test,84595628,84603820,559735,5.747982,TSI,sprime_score,214060.0,neanderthal,introgression,679,0.34423828,0.91870117,1.0,1.0,4.0826917,0.35386878,-0.074305266,-0.19308849,-0.35727257,-0.1962405,0.06429645,-0.13008207,2.7429222e-05,0.15874676
introgression_IBS_chr1_73,introgression,introgression,1,chr1,test,19736031,19744223,192997,5.285551,IBS,sprime_score,173549.0,neanderthal,introgression,680,0.49560547,0.41455078,1.0,1.0,4.1320634,-0.16404864,-0.071998745,0.18932736,0.19311239,0.010797091,0.15087393,-0.17657821,-0.022653667,-0.006014539
introgression_Papuans_chr2_2,introgression,introgression,1,chr2,test,172547618,172555810,738862,5.868563,Papuans,sprime_score,274012.0,neanderthal,introgression,681,0.42370605,0.73803711,1.0,1.0,4.452721,0.33018062,-0.13958375,-0.07026333,0.08111323,-0.06698644,-0.04852216,-0.17377709,-0.15293048,-0.0035590946
introgression_KHV_chr1_73,introgression,introgression,1,chr1,test,234498523,234506715,72548,4.860625,KHV,sprime_score,175903.0,neanderthal,introgression,682,0.4449463,0.45153809,1.0,0.0,3.9836385,-0.19303474,-0.12749168,0.09842296,0.014158477,-0.025676668,0.07305303,0.018466732,0.032752495,-0.006101946
introgression_GBR_chr2_79,introgression,introgression,1,chr2,test,239695798,239703990,214908,5.332253,GBR,sprime_score,159355.0,ambiguous,introgression,683,0.4194336,0.83789062,1.0,0.0,4.4654894,0.28896666,-0.28520972,-0.015260592,-0.23115505,-0.12038147,0.20475104,-0.1679025,-0.016496124,0.12027247
introgression_STU_chr1_51,introgression,introgression,1,chr1,test,175846892,175855084,130871,5.116843,STU,sprime_score,249613.0,neanderthal,introgression,684,0.4086914,0.7364502,1.0,0.0,4.1427865,0.046496984,-0.120182574,0.0027990113,-0.16451819,0.032872207,0.10678711,0.026114246,-0.024873927,-0.061633214
introgression_GIH_chr2_87,introgression,introgression,1,chr2,test,46582782,46590974,198930,5.2987,GIH,sprime_score,162808.0,denisovan,introgression,685,0.3343506,0.12780762,1.0,1.0,3.6066499,-0.6165648,0.19691187,-0.25068542,0.040175293,0.3463,-0.07721681,-0.02582963,0.08155221,0.120938115
introgression_CEU_chr1_3,introgression,introgression,1,chr1,test,211132272,211140464,3051424,6.484503,CEU,sprime_score,568700.0,neanderthal,introgression,686,0.43823242,0.28662109,1.0,1.0,3.8100703,-0.25308526,-0.057471033,0.011189847,0.086518966,0.0011269081,-0.08035126,0.05826645,-0.039092213,0.002676875
introgression_PEL_chr2_79,introgression,introgression,1,chr2,test,75432330,75440522,65953,4.819235,PEL,sprime_score,168739.0,neanderthal,introgression,687,0.3857422,0.81225586,1.0,0.0,4.500763,0.5472585,-0.048535507,-0.15592784,0.028353162,0.051712535,0.08282327,0.05831401,0.19076322,-0.14945476
introgression_PJL_chr1_89,introgression,introgression,1,chr1,test,21781032,21789224,176721,5.247288,PJL,sprime_score,184565.0,neanderthal,introgression,688,0.501709,0.64624023,1.0,0.31420898,3.9751043,0.24013811,0.07334554,0.16028862,0.021964127,0.01727334,0.06702767,0.114601284,-0.15618354,-0.0777919
introgression_FIN_chr2_40,introgression,introgression,1,chr2,test,5048591,5056783,142601,5.154123,FIN,sprime_score,239919.0,ambiguous,introgression,689,0.36047363,0.64550781,0.93151855,0.0,3.7614665,-0.026966274,-0.099322386,-0.05789249,0.10427205,-0.02922333,-0.091143966,-0.019066395,-0.07781125,-0.0006807686
introgression_KHV_chr1_78,introgression,introgression,1,chr1,test,164599202,164607394,155603,5.192018,KHV,sprime_score,167500.0,neanderthal,introgression,690,0.4189453,0.30615234,1.0,1.0,3.6983037,-0.3426614,0.118570834,0.021048483,-0.033483855,-0.08934903,-0.029378228,0.1132632,0.01795096,0.016800022
introgression_JPT_chr2_10,introgression,introgression,1,chr2,test,171428560,171436752,401375,5.60355,JPT,sprime_score,380443.0,neanderthal,introgression,691,0.45300293,0.61889648,1.0,1.0,4.1161036,0.05831026,0.02139508,-0.00043209657,-0.033306614,-0.058443677,0.003657319,-0.14813705,-0.10741666,-0.059523135
introgression_STU_chr1_101,introgression,introgression,1,chr1,test,151212823,151221015,308101,5.488693,STU,sprime_score,175541.0,neanderthal,introgression,692,0.43652344,0.69628906,1.0,1.0,4.114131,0.1299016,0.8561201,0.073571466,-0.3095534,-0.40046135,0.057746354,0.12135464,0.018727154,-0.018767409
introgression_IBS_chr2_85,introgression,introgression,1,chr2,test,63962874,63971066,619026,5.791709,IBS,sprime_score,156790.0,neanderthal,introgression,693,0.3544922,0.49279785,1.0,1.0,4.235956,-0.12565868,0.35358846,-0.19785464,0.049531512,0.4608128,0.04675326,-0.21346928,-0.058027096,0.028736994
introgression_CLM_chr1_70,introgression,introgression,1,chr1,test,79395667,79403859,469072,5.67124,CLM,sprime_score,206238.0,neanderthal,introgression,694,0.34960938,0.41247559,1.0,0.0,4.0386043,-0.13234298,-0.055860844,-0.1462349,-0.014980335,0.015511357,-0.10048669,0.124497406,-0.115156405,-0.034171175
introgression_IBS_chr2_74,introgression,introgression,1,chr2,test,80683212,80691404,14849,4.171697,IBS,sprime_score,178940.0,ambiguous,introgression,695,0.39050293,0.47790527,1.0,0.0,4.0799885,0.023127086,-0.073719874,-0.110647865,-0.03480751,0.0015050219,-0.034184437,0.071907036,-0.008055234,0.01597698
introgression_TSI_chr1_10,introgression,introgression,1,chr1,test,13863665,13871857,481480,5.682578,TSI,sprime_score,385454.0,neanderthal,introgression,696,0.446167,0.48254395,1.0,0.0,4.0762653,-0.05671525,-0.10074572,0.0807448,-0.09025746,-0.12805107,0.119978696,-0.07640353,-0.009485607,0.050474826
introgression_GIH_chr2_34,introgression,introgression,1,chr2,test,183299468,183307660,2028459,6.307166,GIH,sprime_score,281989.0,neanderthal,introgression,697,0.39489746,0.60803223,1.0,1.0,4.498363,0.32152107,-0.17580983,-0.14116155,0.09166739,-0.10264605,-0.039344594,-0.16149713,-0.026068041,0.08954057
introgression_FIN_chr1_42,introgression,introgression,1,chr1,test,208615014,208623206,129109,5.110957,FIN,sprime_score,271782.0,neanderthal,introgression,698,0.38708496,0.890625,1.0,0.0,4.2783017,0.72382706,-0.33750042,-0.20005286,-0.26340118,-0.06571491,0.12117152,-0.27057478,0.22848321,0.13271792
introgression_ITU_chr2_17,introgression,introgression,1,chr2,test,5522974,5531166,79439,4.900034,ITU,sprime_score,408743.0,neanderthal,introgression,699,0.42663574,0.19348145,1.0,0.0,3.6991587,-0.46403676,-0.09993265,0.1185116,0.107582174,-0.024198756,0.06239727,0.11554901,0.124677725,0.08977047
introgression_TSI_chr3_40,introgression,introgression,1,chr3,train,113348128,113356320,491570,5.691585,TSI,sprime_score,214906.0,neanderthal,introgression,700,0.43737793,0.9173584,1.0,1.0,4.119145,0.41724008,-0.06384321,0.00879468,0.28378078,-0.04626327,-0.10324228,-0.19901565,-0.15060146,-0.09640911
introgression_BEB_chr4_17,introgression,introgression,1,chr4,train,163209398,163217590,1433890,6.156516,BEB,sprime_score,449467.0,neanderthal,introgression,701,0.39111328,0.6940918,0.87756348,0.0,4.436737,0.46394125,0.08169341,-0.058623075,0.4559798,-0.04345404,-0.13135527,0.10969956,-0.07318312,0.10522261
introgression_TSI_chr5_20,introgression,introgression,1,chr5,train,30879887,30888079,218684,5.339817,TSI,sprime_score,282952.0,neanderthal,introgression,702,0.36706543,0.35449219,1.0,0.0,3.974114,-0.3520355,-0.16430834,-0.14391728,0.024828155,-0.0049686106,-0.11085542,0.014039254,0.007842603,0.026842995
introgression_FIN_chr6_65,introgression,introgression,1,chr6,train,147236673,147244865,633492,5.801741,FIN,sprime_score,186641.0,neanderthal,introgression,703,0.34155273,0.65039062,1.0,1.0,4.338068,0.13396014,0.38291946,-0.19997641,-0.2961915,-0.4282467,-0.04077019,-0.2505717,0.04767768,0.0014445833
introgression_GIH_chr7_27,introgression,introgression,1,chr7,train,80575498,80583690,240500,5.381115,GIH,sprime_score,291345.0,neanderthal,introgression,704,0.37365723,0.34521484,1.0,1.0,3.9969485,-0.2899891,-0.107622884,-0.09796851,0.15283729,-0.0054479777,-0.20325646,-0.020859485,-0.069982395,0.0076820822
introgression_PUR_chr8_6,introgression,introgression,1,chr8,train,102386002,102394194,720298,5.857512,PUR,sprime_score,446311.0,neanderthal,introgression,705,0.39941406,0.58532715,1.0,1.0,4.0765347,-0.008725021,0.37988627,-0.0753086,-0.0398891,0.48859045,0.15001024,-0.114701495,-0.017859744,-0.010107715
introgression_FIN_chr9_34,introgression,introgression,1,chr9,train,99305805,99313997,421465,5.624762,FIN,sprime_score,230543.0,neanderthal,introgression,706,0.42114258,0.46557617,1.0,0.098388672,4.0036426,-0.04175126,-0.10509835,0.040466044,0.08732095,-0.043631632,-0.010283792,-0.06948281,-0.107513204,-0.028545715
introgression_GIH_chr10_63,introgression,introgression,1,chr10,train,4727494,4735686,498793,5.69792,GIH,sprime_score,185804.0,neanderthal,introgression,707,0.36950684,0.55334473,1.0,0.0,4.1787424,-0.03690947,-0.14548928,-0.13596104,-0.05850588,-0.0071638008,-0.052123297,-0.01432743,-0.092125796,-0.071444064
introgression_BEB_chr11_26,introgression,introgression,1,chr11,train,96140480,96148672,173336,5.238889,BEB,sprime_score,297637.0,neanderthal,introgression,708,0.39672852,0.21899414,1.0,1.0,3.767941,-0.4679056,-0.10763024,-0.05872235,0.07958772,0.0046911975,-0.102300435,0.052628275,0.019483898,0.017669605
introgression_ITU_chr12_20,introgression,introgression,1,chr12,train,24263519,24271711,524484,5.719732,ITU,sprime_score,359400.0,neanderthal,introgression,709,0.3392334,0.46044922,1.0,1.0,4.133094,-0.21501826,-0.059200242,-0.18465514,-0.029769938,0.0495119,-0.11438111,0.13698006,-0.0686917,0.002099511
introgression_IBS_chr13_4,introgression,introgression,1,chr13,train,68812119,68820311,768018,5.885371,IBS,sprime_score,407515.0,neanderthal,introgression,710,0.34143066,0.44311523,1.0,0.0,3.4939647,-0.23253876,-0.11395586,-0.10863056,-0.046981998,0.015983792,-0.10446047,0.061432987,0.013834214,0.03112861
introgression_CEU_chr14_42,introgression,introgression,1,chr14,train,102647485,102655677,217065,5.33659,CEU,sprime_score,182578.0,neanderthal,introgression,711,0.42541504,0.65258789,1.0,1.0,4.056593,0.13894065,0.32839817,0.040905092,-0.19168834,-0.17515916,0.027762936,0.06776681,-0.08783184,-0.032019634
introgression_CHB_chr15_3,introgression,introgression,1,chr15,train,90591412,90599604,486517,5.687098,CHB,sprime_score,423557.0,neanderthal,introgression,712,0.44140625,0.33935547,1.0,1.0,3.9743776,-0.365163,0.13594986,0.051139362,0.043648362,-0.19361043,0.034241773,-0.033134498,0.086551875,-0.023535842
introgression_CHB_chr16_19,introgression,introgression,1,chr16,train,89165259,89173451,146472,5.165755,CHB,sprime_score,174390.0,neanderthal,introgression,713,0.65563965,0.053955078,0.99523926,0.54553223,3.5442703,-0.4901541,-0.090148725,0.38811564,0.22480817,-0.03349475,-0.0041862857,-0.08171738,-0.016209355,0.00406369
introgression_GBR_chr17_23,introgression,introgression,1,chr17,train,9240957,9249149,64675,4.810736,GBR,sprime_score,173145.0,neanderthal,introgression,714,0.54748535,0.15014648,1.0,0.39978027,3.66466,-0.57813984,-0.138987,0.27474278,0.13483411,-0.061840635,0.15672669,-0.0049078953,0.09187817,0.082101546
